"DT_GERACAO";"HH_GERACAO";"AA_ELEICAO";"NR_PROTOCOLO_REGISTRO";"CD_CONTRATANTE";"DS_ORIGEM_RECURSO";"NR_CPF_CNPJ_PAGANTE";"NM_PAGANTE"
"01/09/2026";"05:46:42";2026;"PR084512026";50330;"#NULO#";"00676213000138";"MOVIMENTO DEMOCRATICO BRASILEIRO - BRASIL - BR - NACIONAL / MDB"
"01/09/2026";"05:46:42";2026;"PR069782026";51796;"#NULO#";"08517423000195";"PARTIDO LIBERAL (PL) / PARTIDO LIBERAL"
"01/09/2026";"05:46:42";2026;"PR013402026";50837;"#NULO#";"45801710000159";"UNIAO BRASIL - PARANA - PR - ESTADUAL / UNIAO BRASIL - PARANA - PR - ESTADUAL"
"01/09/2026";"05:46:42";2026;"PR003232026";51389;"#NULO#";"08517423000195";"PARTIDO LIBERAL (PL) / PARTIDO LIBERAL"
"01/09/2026";"05:46:42";2026;"PR090482026";354897;"#NULO#";"08517423000195";"PARTIDO LIBERAL (PL) / PARTIDO LIBERAL"
"01/09/2026";"05:46:42";2026;"PR065592026";51021;"#NULO#";"08517423000195";"PARTIDO LIBERAL (PL) / PARTIDO LIBERAL"
"01/09/2026";"05:46:42";2026;"PR000152026";51291;"#NULO#";"18826244000193";"REDE PARANA NOTICIAS LTDA / A REDE"
"01/09/2026";"05:46:42";2026;"PR021792026";355197;"#NULO#";"79107918000194";"TV INDEPENDENCIA LTDA"
"01/09/2026";"05:46:42";2026;"PR017372026";51958;"#NULO#";"16619945000126";"FOLHA DO LITORAL NEWS LTDA / FOLHA DO LITORAL NEWS"
"01/09/2026";"05:46:42";2026;"PR071492026";6317;"#NULO#";"10175063000132";"IRG PESQUISAS LTDA"
"01/09/2026";"05:46:42";2026;"PR027372026";6317;"#NULO#";"10175063000132";"IRG PESQUISAS LTDA"
"01/09/2026";"05:46:42";2026;"PR089922026";271500;"#NULO#";"36938497000130";"INSTITUTO SONDA SERVICOS DE PESQUISA E PUBLICIDADE LTDA"
"01/09/2026";"05:46:42";2026;"PR039102026";215;"#NULO#";"00654576000172";"INSTITUTO VERITA LTDA"
"01/09/2026";"05:46:42";2026;"PR085702026";215;"#NULO#";"00654576000172";"INSTITUTO VERITA LTDA"
"01/09/2026";"05:46:42";2026;"PR006542026";577790;"#NULO#";"45613076000120";"INSTITUTO VOX BRASIL OPINIAO E PESQUISAS LTDA"
"01/09/2026";"05:46:42";2026;"PR069442026";215;"#NULO#";"00654576000172";"INSTITUTO VERITA LTDA"
"01/09/2026";"05:46:42";2026;"PR001052026";101450;"#NULO#";"19259002000128";"ATLASINTEL TECNOLOGIA DE DADOS LTDA"
"01/09/2026";"05:46:42";2026;"PR092622026";286502;"#NULO#";"22345021000181";"REAL TIME MIDIA LTDA"
"01/09/2026";"05:46:42";2026;"PR096682026";577790;"#NULO#";"45613076000120";"INSTITUTO VOX BRASIL OPINIAO E PESQUISAS LTDA"
"01/09/2026";"05:46:42";2026;"PR068512026";215;"#NULO#";"00654576000172";"INSTITUTO VERITA LTDA"
"01/09/2026";"05:46:42";2026;"PR078452026";286502;"#NULO#";"22345021000181";"REAL TIME MIDIA LTDA"
"01/09/2026";"05:46:42";2026;"PR061782026";6317;"#NULO#";"10175063000132";"IRG PESQUISAS LTDA"
"01/09/2026";"05:46:42";2026;"PR031912026";354681;"#NULO#";"76637305000170";"EDITORA BEM PARANA LTDA / JORNAL BEMPARANA"
"01/09/2026";"05:46:42";2026;"PR062542026";50758;"#NULO#";"08517423000195";"PARTIDO LIBERAL (PL) / PARTIDO LIBERAL"
